"asset_id","family","platform","placement","width","height","composition","copy_mode","theme","approval_state","sensitive","export_filename"
"alfred-flagship-launch__product-proof__meta__landscape__editorial-led__short__light","product-proof","meta","landscape","1200","628","editorial-led","short","light","draft","false","alfred-flagship-launch__product-proof__meta-landscape__editorial-led__short__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__meta__landscape__editorial-led__medium__dark","product-proof","meta","landscape","1200","628","editorial-led","medium","dark","draft","false","alfred-flagship-launch__product-proof__meta-landscape__editorial-led__medium__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__meta__landscape__editorial-led__medium__light","product-proof","meta","landscape","1200","628","editorial-led","medium","light","draft","false","alfred-flagship-launch__product-proof__meta-landscape__editorial-led__medium__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__meta__landscape__editorial-led__long__dark","product-proof","meta","landscape","1200","628","editorial-led","long","dark","draft","false","alfred-flagship-launch__product-proof__meta-landscape__editorial-led__long__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__meta__landscape__editorial-led__long__light","product-proof","meta","landscape","1200","628","editorial-led","long","light","draft","false","alfred-flagship-launch__product-proof__meta-landscape__editorial-led__long__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__meta__landscape__product-led__short__dark","product-proof","meta","landscape","1200","628","product-led","short","dark","draft","false","alfred-flagship-launch__product-proof__meta-landscape__product-led__short__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__meta__landscape__product-led__short__light","product-proof","meta","landscape","1200","628","product-led","short","light","draft","false","alfred-flagship-launch__product-proof__meta-landscape__product-led__short__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__meta__landscape__product-led__medium__dark","product-proof","meta","landscape","1200","628","product-led","medium","dark","draft","false","alfred-flagship-launch__product-proof__meta-landscape__product-led__medium__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__meta__landscape__product-led__medium__light","product-proof","meta","landscape","1200","628","product-led","medium","light","draft","false","alfred-flagship-launch__product-proof__meta-landscape__product-led__medium__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__meta__landscape__product-led__long__dark","product-proof","meta","landscape","1200","628","product-led","long","dark","draft","false","alfred-flagship-launch__product-proof__meta-landscape__product-led__long__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__meta__landscape__product-led__long__light","product-proof","meta","landscape","1200","628","product-led","long","light","draft","false","alfred-flagship-launch__product-proof__meta-landscape__product-led__long__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__meta__landscape__illustration-led__short__dark","product-proof","meta","landscape","1200","628","illustration-led","short","dark","draft","false","alfred-flagship-launch__product-proof__meta-landscape__illustration-led__short__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__meta__landscape__illustration-led__short__light","product-proof","meta","landscape","1200","628","illustration-led","short","light","draft","false","alfred-flagship-launch__product-proof__meta-landscape__illustration-led__short__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__meta__landscape__illustration-led__medium__dark","product-proof","meta","landscape","1200","628","illustration-led","medium","dark","draft","false","alfred-flagship-launch__product-proof__meta-landscape__illustration-led__medium__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__meta__landscape__illustration-led__medium__light","product-proof","meta","landscape","1200","628","illustration-led","medium","light","draft","false","alfred-flagship-launch__product-proof__meta-landscape__illustration-led__medium__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__meta__landscape__illustration-led__long__dark","product-proof","meta","landscape","1200","628","illustration-led","long","dark","draft","false","alfred-flagship-launch__product-proof__meta-landscape__illustration-led__long__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__meta__landscape__illustration-led__long__light","product-proof","meta","landscape","1200","628","illustration-led","long","light","draft","false","alfred-flagship-launch__product-proof__meta-landscape__illustration-led__long__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__square__editorial-led__short__dark","product-proof","facebook","square","1080","1080","editorial-led","short","dark","draft","false","alfred-flagship-launch__product-proof__facebook-square__editorial-led__short__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__square__editorial-led__short__light","product-proof","facebook","square","1080","1080","editorial-led","short","light","draft","false","alfred-flagship-launch__product-proof__facebook-square__editorial-led__short__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__square__editorial-led__medium__dark","product-proof","facebook","square","1080","1080","editorial-led","medium","dark","draft","false","alfred-flagship-launch__product-proof__facebook-square__editorial-led__medium__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__square__editorial-led__medium__light","product-proof","facebook","square","1080","1080","editorial-led","medium","light","draft","false","alfred-flagship-launch__product-proof__facebook-square__editorial-led__medium__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__square__editorial-led__long__dark","product-proof","facebook","square","1080","1080","editorial-led","long","dark","draft","false","alfred-flagship-launch__product-proof__facebook-square__editorial-led__long__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__square__editorial-led__long__light","product-proof","facebook","square","1080","1080","editorial-led","long","light","draft","false","alfred-flagship-launch__product-proof__facebook-square__editorial-led__long__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__square__product-led__short__dark","product-proof","facebook","square","1080","1080","product-led","short","dark","draft","false","alfred-flagship-launch__product-proof__facebook-square__product-led__short__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__square__product-led__short__light","product-proof","facebook","square","1080","1080","product-led","short","light","draft","false","alfred-flagship-launch__product-proof__facebook-square__product-led__short__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__square__product-led__medium__dark","product-proof","facebook","square","1080","1080","product-led","medium","dark","draft","false","alfred-flagship-launch__product-proof__facebook-square__product-led__medium__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__square__product-led__medium__light","product-proof","facebook","square","1080","1080","product-led","medium","light","draft","false","alfred-flagship-launch__product-proof__facebook-square__product-led__medium__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__square__product-led__long__dark","product-proof","facebook","square","1080","1080","product-led","long","dark","draft","false","alfred-flagship-launch__product-proof__facebook-square__product-led__long__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__square__product-led__long__light","product-proof","facebook","square","1080","1080","product-led","long","light","draft","false","alfred-flagship-launch__product-proof__facebook-square__product-led__long__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__square__illustration-led__short__dark","product-proof","facebook","square","1080","1080","illustration-led","short","dark","draft","false","alfred-flagship-launch__product-proof__facebook-square__illustration-led__short__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__square__illustration-led__short__light","product-proof","facebook","square","1080","1080","illustration-led","short","light","draft","false","alfred-flagship-launch__product-proof__facebook-square__illustration-led__short__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__square__illustration-led__medium__dark","product-proof","facebook","square","1080","1080","illustration-led","medium","dark","draft","false","alfred-flagship-launch__product-proof__facebook-square__illustration-led__medium__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__square__illustration-led__medium__light","product-proof","facebook","square","1080","1080","illustration-led","medium","light","draft","false","alfred-flagship-launch__product-proof__facebook-square__illustration-led__medium__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__square__illustration-led__long__dark","product-proof","facebook","square","1080","1080","illustration-led","long","dark","draft","false","alfred-flagship-launch__product-proof__facebook-square__illustration-led__long__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__square__illustration-led__long__light","product-proof","facebook","square","1080","1080","illustration-led","long","light","draft","false","alfred-flagship-launch__product-proof__facebook-square__illustration-led__long__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__portrait__editorial-led__short__dark","product-proof","facebook","portrait","1080","1350","editorial-led","short","dark","draft","false","alfred-flagship-launch__product-proof__facebook-portrait__editorial-led__short__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__portrait__editorial-led__short__light","product-proof","facebook","portrait","1080","1350","editorial-led","short","light","draft","false","alfred-flagship-launch__product-proof__facebook-portrait__editorial-led__short__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__portrait__editorial-led__medium__dark","product-proof","facebook","portrait","1080","1350","editorial-led","medium","dark","draft","false","alfred-flagship-launch__product-proof__facebook-portrait__editorial-led__medium__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__portrait__editorial-led__medium__light","product-proof","facebook","portrait","1080","1350","editorial-led","medium","light","draft","false","alfred-flagship-launch__product-proof__facebook-portrait__editorial-led__medium__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__portrait__editorial-led__long__dark","product-proof","facebook","portrait","1080","1350","editorial-led","long","dark","draft","false","alfred-flagship-launch__product-proof__facebook-portrait__editorial-led__long__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__portrait__editorial-led__long__light","product-proof","facebook","portrait","1080","1350","editorial-led","long","light","draft","false","alfred-flagship-launch__product-proof__facebook-portrait__editorial-led__long__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__portrait__product-led__short__dark","product-proof","facebook","portrait","1080","1350","product-led","short","dark","draft","false","alfred-flagship-launch__product-proof__facebook-portrait__product-led__short__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__portrait__product-led__short__light","product-proof","facebook","portrait","1080","1350","product-led","short","light","draft","false","alfred-flagship-launch__product-proof__facebook-portrait__product-led__short__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__portrait__product-led__medium__dark","product-proof","facebook","portrait","1080","1350","product-led","medium","dark","draft","false","alfred-flagship-launch__product-proof__facebook-portrait__product-led__medium__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__portrait__product-led__medium__light","product-proof","facebook","portrait","1080","1350","product-led","medium","light","draft","false","alfred-flagship-launch__product-proof__facebook-portrait__product-led__medium__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__portrait__product-led__long__dark","product-proof","facebook","portrait","1080","1350","product-led","long","dark","draft","false","alfred-flagship-launch__product-proof__facebook-portrait__product-led__long__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__portrait__product-led__long__light","product-proof","facebook","portrait","1080","1350","product-led","long","light","draft","false","alfred-flagship-launch__product-proof__facebook-portrait__product-led__long__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__portrait__illustration-led__short__dark","product-proof","facebook","portrait","1080","1350","illustration-led","short","dark","draft","false","alfred-flagship-launch__product-proof__facebook-portrait__illustration-led__short__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__portrait__illustration-led__short__light","product-proof","facebook","portrait","1080","1350","illustration-led","short","light","draft","false","alfred-flagship-launch__product-proof__facebook-portrait__illustration-led__short__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__portrait__illustration-led__medium__dark","product-proof","facebook","portrait","1080","1350","illustration-led","medium","dark","draft","false","alfred-flagship-launch__product-proof__facebook-portrait__illustration-led__medium__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__portrait__illustration-led__medium__light","product-proof","facebook","portrait","1080","1350","illustration-led","medium","light","draft","false","alfred-flagship-launch__product-proof__facebook-portrait__illustration-led__medium__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__portrait__illustration-led__long__dark","product-proof","facebook","portrait","1080","1350","illustration-led","long","dark","draft","false","alfred-flagship-launch__product-proof__facebook-portrait__illustration-led__long__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__portrait__illustration-led__long__light","product-proof","facebook","portrait","1080","1350","illustration-led","long","light","draft","false","alfred-flagship-launch__product-proof__facebook-portrait__illustration-led__long__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__story__editorial-led__short__dark","product-proof","facebook","story","1080","1920","editorial-led","short","dark","draft","false","alfred-flagship-launch__product-proof__facebook-story__editorial-led__short__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__story__editorial-led__short__light","product-proof","facebook","story","1080","1920","editorial-led","short","light","draft","false","alfred-flagship-launch__product-proof__facebook-story__editorial-led__short__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__story__editorial-led__medium__dark","product-proof","facebook","story","1080","1920","editorial-led","medium","dark","draft","false","alfred-flagship-launch__product-proof__facebook-story__editorial-led__medium__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__story__editorial-led__medium__light","product-proof","facebook","story","1080","1920","editorial-led","medium","light","draft","false","alfred-flagship-launch__product-proof__facebook-story__editorial-led__medium__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__story__editorial-led__long__dark","product-proof","facebook","story","1080","1920","editorial-led","long","dark","draft","false","alfred-flagship-launch__product-proof__facebook-story__editorial-led__long__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__story__editorial-led__long__light","product-proof","facebook","story","1080","1920","editorial-led","long","light","draft","false","alfred-flagship-launch__product-proof__facebook-story__editorial-led__long__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__story__product-led__short__dark","product-proof","facebook","story","1080","1920","product-led","short","dark","draft","false","alfred-flagship-launch__product-proof__facebook-story__product-led__short__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__story__product-led__short__light","product-proof","facebook","story","1080","1920","product-led","short","light","draft","false","alfred-flagship-launch__product-proof__facebook-story__product-led__short__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__story__product-led__medium__dark","product-proof","facebook","story","1080","1920","product-led","medium","dark","draft","false","alfred-flagship-launch__product-proof__facebook-story__product-led__medium__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__story__product-led__medium__light","product-proof","facebook","story","1080","1920","product-led","medium","light","draft","false","alfred-flagship-launch__product-proof__facebook-story__product-led__medium__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__story__product-led__long__dark","product-proof","facebook","story","1080","1920","product-led","long","dark","draft","false","alfred-flagship-launch__product-proof__facebook-story__product-led__long__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__story__product-led__long__light","product-proof","facebook","story","1080","1920","product-led","long","light","draft","false","alfred-flagship-launch__product-proof__facebook-story__product-led__long__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__story__illustration-led__short__dark","product-proof","facebook","story","1080","1920","illustration-led","short","dark","draft","false","alfred-flagship-launch__product-proof__facebook-story__illustration-led__short__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__story__illustration-led__short__light","product-proof","facebook","story","1080","1920","illustration-led","short","light","draft","false","alfred-flagship-launch__product-proof__facebook-story__illustration-led__short__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__story__illustration-led__medium__dark","product-proof","facebook","story","1080","1920","illustration-led","medium","dark","draft","false","alfred-flagship-launch__product-proof__facebook-story__illustration-led__medium__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__story__illustration-led__medium__light","product-proof","facebook","story","1080","1920","illustration-led","medium","light","draft","false","alfred-flagship-launch__product-proof__facebook-story__illustration-led__medium__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__story__illustration-led__long__dark","product-proof","facebook","story","1080","1920","illustration-led","long","dark","draft","false","alfred-flagship-launch__product-proof__facebook-story__illustration-led__long__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__facebook__story__illustration-led__long__light","product-proof","facebook","story","1080","1920","illustration-led","long","light","draft","false","alfred-flagship-launch__product-proof__facebook-story__illustration-led__long__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__square__editorial-led__short__dark","product-proof","instagram","square","1080","1080","editorial-led","short","dark","draft","false","alfred-flagship-launch__product-proof__instagram-square__editorial-led__short__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__square__editorial-led__short__light","product-proof","instagram","square","1080","1080","editorial-led","short","light","draft","false","alfred-flagship-launch__product-proof__instagram-square__editorial-led__short__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__square__editorial-led__medium__dark","product-proof","instagram","square","1080","1080","editorial-led","medium","dark","draft","false","alfred-flagship-launch__product-proof__instagram-square__editorial-led__medium__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__square__editorial-led__medium__light","product-proof","instagram","square","1080","1080","editorial-led","medium","light","draft","false","alfred-flagship-launch__product-proof__instagram-square__editorial-led__medium__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__square__editorial-led__long__dark","product-proof","instagram","square","1080","1080","editorial-led","long","dark","draft","false","alfred-flagship-launch__product-proof__instagram-square__editorial-led__long__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__square__editorial-led__long__light","product-proof","instagram","square","1080","1080","editorial-led","long","light","draft","false","alfred-flagship-launch__product-proof__instagram-square__editorial-led__long__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__square__product-led__short__dark","product-proof","instagram","square","1080","1080","product-led","short","dark","draft","false","alfred-flagship-launch__product-proof__instagram-square__product-led__short__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__square__product-led__short__light","product-proof","instagram","square","1080","1080","product-led","short","light","draft","false","alfred-flagship-launch__product-proof__instagram-square__product-led__short__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__square__product-led__medium__dark","product-proof","instagram","square","1080","1080","product-led","medium","dark","draft","false","alfred-flagship-launch__product-proof__instagram-square__product-led__medium__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__square__product-led__medium__light","product-proof","instagram","square","1080","1080","product-led","medium","light","draft","false","alfred-flagship-launch__product-proof__instagram-square__product-led__medium__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__square__product-led__long__dark","product-proof","instagram","square","1080","1080","product-led","long","dark","draft","false","alfred-flagship-launch__product-proof__instagram-square__product-led__long__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__square__product-led__long__light","product-proof","instagram","square","1080","1080","product-led","long","light","draft","false","alfred-flagship-launch__product-proof__instagram-square__product-led__long__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__square__illustration-led__short__dark","product-proof","instagram","square","1080","1080","illustration-led","short","dark","draft","false","alfred-flagship-launch__product-proof__instagram-square__illustration-led__short__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__square__illustration-led__short__light","product-proof","instagram","square","1080","1080","illustration-led","short","light","draft","false","alfred-flagship-launch__product-proof__instagram-square__illustration-led__short__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__square__illustration-led__medium__dark","product-proof","instagram","square","1080","1080","illustration-led","medium","dark","draft","false","alfred-flagship-launch__product-proof__instagram-square__illustration-led__medium__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__square__illustration-led__medium__light","product-proof","instagram","square","1080","1080","illustration-led","medium","light","draft","false","alfred-flagship-launch__product-proof__instagram-square__illustration-led__medium__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__square__illustration-led__long__dark","product-proof","instagram","square","1080","1080","illustration-led","long","dark","draft","false","alfred-flagship-launch__product-proof__instagram-square__illustration-led__long__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__square__illustration-led__long__light","product-proof","instagram","square","1080","1080","illustration-led","long","light","draft","false","alfred-flagship-launch__product-proof__instagram-square__illustration-led__long__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__portrait__editorial-led__short__dark","product-proof","instagram","portrait","1080","1350","editorial-led","short","dark","draft","false","alfred-flagship-launch__product-proof__instagram-portrait__editorial-led__short__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__portrait__editorial-led__short__light","product-proof","instagram","portrait","1080","1350","editorial-led","short","light","draft","false","alfred-flagship-launch__product-proof__instagram-portrait__editorial-led__short__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__portrait__editorial-led__medium__dark","product-proof","instagram","portrait","1080","1350","editorial-led","medium","dark","draft","false","alfred-flagship-launch__product-proof__instagram-portrait__editorial-led__medium__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__portrait__editorial-led__medium__light","product-proof","instagram","portrait","1080","1350","editorial-led","medium","light","draft","false","alfred-flagship-launch__product-proof__instagram-portrait__editorial-led__medium__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__portrait__editorial-led__long__dark","product-proof","instagram","portrait","1080","1350","editorial-led","long","dark","draft","false","alfred-flagship-launch__product-proof__instagram-portrait__editorial-led__long__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__portrait__editorial-led__long__light","product-proof","instagram","portrait","1080","1350","editorial-led","long","light","draft","false","alfred-flagship-launch__product-proof__instagram-portrait__editorial-led__long__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__portrait__product-led__short__dark","product-proof","instagram","portrait","1080","1350","product-led","short","dark","draft","false","alfred-flagship-launch__product-proof__instagram-portrait__product-led__short__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__portrait__product-led__short__light","product-proof","instagram","portrait","1080","1350","product-led","short","light","draft","false","alfred-flagship-launch__product-proof__instagram-portrait__product-led__short__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__portrait__product-led__medium__dark","product-proof","instagram","portrait","1080","1350","product-led","medium","dark","draft","false","alfred-flagship-launch__product-proof__instagram-portrait__product-led__medium__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__portrait__product-led__medium__light","product-proof","instagram","portrait","1080","1350","product-led","medium","light","draft","false","alfred-flagship-launch__product-proof__instagram-portrait__product-led__medium__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__portrait__product-led__long__dark","product-proof","instagram","portrait","1080","1350","product-led","long","dark","draft","false","alfred-flagship-launch__product-proof__instagram-portrait__product-led__long__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__portrait__product-led__long__light","product-proof","instagram","portrait","1080","1350","product-led","long","light","draft","false","alfred-flagship-launch__product-proof__instagram-portrait__product-led__long__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__portrait__illustration-led__short__dark","product-proof","instagram","portrait","1080","1350","illustration-led","short","dark","draft","false","alfred-flagship-launch__product-proof__instagram-portrait__illustration-led__short__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__portrait__illustration-led__short__light","product-proof","instagram","portrait","1080","1350","illustration-led","short","light","draft","false","alfred-flagship-launch__product-proof__instagram-portrait__illustration-led__short__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__portrait__illustration-led__medium__dark","product-proof","instagram","portrait","1080","1350","illustration-led","medium","dark","draft","false","alfred-flagship-launch__product-proof__instagram-portrait__illustration-led__medium__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__portrait__illustration-led__medium__light","product-proof","instagram","portrait","1080","1350","illustration-led","medium","light","draft","false","alfred-flagship-launch__product-proof__instagram-portrait__illustration-led__medium__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__portrait__illustration-led__long__dark","product-proof","instagram","portrait","1080","1350","illustration-led","long","dark","draft","false","alfred-flagship-launch__product-proof__instagram-portrait__illustration-led__long__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__portrait__illustration-led__long__light","product-proof","instagram","portrait","1080","1350","illustration-led","long","light","draft","false","alfred-flagship-launch__product-proof__instagram-portrait__illustration-led__long__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__story__editorial-led__short__dark","product-proof","instagram","story","1080","1920","editorial-led","short","dark","draft","false","alfred-flagship-launch__product-proof__instagram-story__editorial-led__short__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__story__editorial-led__short__light","product-proof","instagram","story","1080","1920","editorial-led","short","light","draft","false","alfred-flagship-launch__product-proof__instagram-story__editorial-led__short__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__story__editorial-led__medium__dark","product-proof","instagram","story","1080","1920","editorial-led","medium","dark","draft","false","alfred-flagship-launch__product-proof__instagram-story__editorial-led__medium__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__story__editorial-led__medium__light","product-proof","instagram","story","1080","1920","editorial-led","medium","light","draft","false","alfred-flagship-launch__product-proof__instagram-story__editorial-led__medium__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__story__editorial-led__long__dark","product-proof","instagram","story","1080","1920","editorial-led","long","dark","draft","false","alfred-flagship-launch__product-proof__instagram-story__editorial-led__long__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__story__editorial-led__long__light","product-proof","instagram","story","1080","1920","editorial-led","long","light","draft","false","alfred-flagship-launch__product-proof__instagram-story__editorial-led__long__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__story__product-led__short__dark","product-proof","instagram","story","1080","1920","product-led","short","dark","draft","false","alfred-flagship-launch__product-proof__instagram-story__product-led__short__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__story__product-led__short__light","product-proof","instagram","story","1080","1920","product-led","short","light","draft","false","alfred-flagship-launch__product-proof__instagram-story__product-led__short__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__story__product-led__medium__dark","product-proof","instagram","story","1080","1920","product-led","medium","dark","draft","false","alfred-flagship-launch__product-proof__instagram-story__product-led__medium__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__story__product-led__medium__light","product-proof","instagram","story","1080","1920","product-led","medium","light","draft","false","alfred-flagship-launch__product-proof__instagram-story__product-led__medium__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__story__product-led__long__dark","product-proof","instagram","story","1080","1920","product-led","long","dark","draft","false","alfred-flagship-launch__product-proof__instagram-story__product-led__long__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__story__product-led__long__light","product-proof","instagram","story","1080","1920","product-led","long","light","draft","false","alfred-flagship-launch__product-proof__instagram-story__product-led__long__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__story__illustration-led__short__dark","product-proof","instagram","story","1080","1920","illustration-led","short","dark","draft","false","alfred-flagship-launch__product-proof__instagram-story__illustration-led__short__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__story__illustration-led__short__light","product-proof","instagram","story","1080","1920","illustration-led","short","light","draft","false","alfred-flagship-launch__product-proof__instagram-story__illustration-led__short__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__story__illustration-led__medium__dark","product-proof","instagram","story","1080","1920","illustration-led","medium","dark","draft","false","alfred-flagship-launch__product-proof__instagram-story__illustration-led__medium__dark__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__story__illustration-led__medium__light","product-proof","instagram","story","1080","1920","illustration-led","medium","light","draft","false","alfred-flagship-launch__product-proof__instagram-story__illustration-led__medium__light__v0_1_0__1x.png"
"alfred-flagship-launch__product-proof__instagram__story__illustration-led__long__dark","product-proof","instagram","story","1080","1920","illustration-led","long","dark","draft","false","alfred-flagship-launch__product-proof__instagram-story__illustration-led__long__dark__v0_1_0__1x.png"
