asset_id,family,source_path,asset_name,disposition,rationale,tracked
page template:integrations,page template,templates/pages/integrations.html,integrations,needs revision,"Page needs launch narrative, content-source, and responsive-state review.",yes
page template:legal,page template,templates/pages/legal.html,legal,needs revision,"Page needs launch narrative, content-source, and responsive-state review.",yes
page template:module-in-development,page template,templates/pages/module-in-development.html,module-in-development,needs revision,"Page needs launch narrative, content-source, and responsive-state review.",yes
page template:pricing,page template,templates/pages/pricing.html,pricing,needs revision,"Page needs launch narrative, content-source, and responsive-state review.",yes
page template:product-marketing,page template,templates/pages/product-marketing.html,product-marketing,needs revision,"Page needs launch narrative, content-source, and responsive-state review.",yes
page template:waitlist,page template,templates/pages/waitlist.html,waitlist,needs revision,"Page needs launch narrative, content-source, and responsive-state review.",yes
slide primitive:content,slide primitive,slides/content.slide.html,content,reusable,Reusable base slide composition.,yes
slide primitive:cover,slide primitive,slides/cover.slide.html,cover,reusable,Reusable base slide composition.,yes
slide primitive:index,slide primitive,slides/index.slide.html,index,reusable,Reusable base slide composition.,yes
slide primitive:section,slide primitive,slides/section.slide.html,section,reusable,Reusable base slide composition.,yes
social export:organisation-brain-01.png,social export,social/organisation-brain-01.png,organisation-brain-01.png,campaign-specific,Tracked shipped export is not a reusable source master.,yes
social master:blog-hero,social master,social/blog-hero.html,blog-hero,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:blog-hero-light,social master,social/blog-hero-light.html,blog-hero-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:blog-promo,social master,social/blog-promo.html,blog-promo,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:blog-promo-light,social master,social/blog-promo-light.html,blog-promo-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:brief-of-the-day,social master,social/brief-of-the-day.html,brief-of-the-day,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:brief-of-the-day-light,social master,social/brief-of-the-day-light.html,brief-of-the-day-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:carousel-cover,social master,social/carousel-cover.html,carousel-cover,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:carousel-cover-light,social master,social/carousel-cover-light.html,carousel-cover-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:carousel-end,social master,social/carousel-end.html,carousel-end,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:carousel-end-light,social master,social/carousel-end-light.html,carousel-end-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:carousel-slide,social master,social/carousel-slide.html,carousel-slide,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:carousel-slide-checklist,social master,social/carousel-slide-checklist.html,carousel-slide-checklist,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:carousel-slide-checklist-light,social master,social/carousel-slide-checklist-light.html,carousel-slide-checklist-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:carousel-slide-light,social master,social/carousel-slide-light.html,carousel-slide-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:carousel-slide-stat,social master,social/carousel-slide-stat.html,carousel-slide-stat,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:carousel-slide-stat-light,social master,social/carousel-slide-stat-light.html,carousel-slide-stat-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:definition,social master,social/definition.html,definition,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:definition-light,social master,social/definition-light.html,definition-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:facebook-cover,social master,social/facebook-cover.html,facebook-cover,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:facebook-cover-light,social master,social/facebook-cover-light.html,facebook-cover-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:facebook-event-cover,social master,social/facebook-event-cover.html,facebook-event-cover,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:facebook-event-cover-light,social master,social/facebook-event-cover-light.html,facebook-event-cover-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:facebook-link,social master,social/facebook-link.html,facebook-link,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:facebook-link-light,social master,social/facebook-link-light.html,facebook-link-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:facebook-square,social master,social/facebook-square.html,facebook-square,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:facebook-square-light,social master,social/facebook-square-light.html,facebook-square-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:facebook-story,social master,social/facebook-story.html,facebook-story,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:facebook-story-light,social master,social/facebook-story-light.html,facebook-story-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:instagram-announcement,social master,social/instagram-announcement.html,instagram-announcement,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:instagram-announcement-light,social master,social/instagram-announcement-light.html,instagram-announcement-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:instagram-insight,social master,social/instagram-insight.html,instagram-insight,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:instagram-insight-light,social master,social/instagram-insight-light.html,instagram-insight-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:instagram-quote,social master,social/instagram-quote.html,instagram-quote,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:instagram-quote-light,social master,social/instagram-quote-light.html,instagram-quote-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:instagram-stat,social master,social/instagram-stat.html,instagram-stat,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:instagram-stat-light,social master,social/instagram-stat-light.html,instagram-stat-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:instagram-story,social master,social/instagram-story.html,instagram-story,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:instagram-story-countdown,social master,social/instagram-story-countdown.html,instagram-story-countdown,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:instagram-story-countdown-light,social master,social/instagram-story-countdown-light.html,instagram-story-countdown-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:instagram-story-light,social master,social/instagram-story-light.html,instagram-story-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:instagram-story-poll,social master,social/instagram-story-poll.html,instagram-story-poll,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:instagram-story-poll-light,social master,social/instagram-story-poll-light.html,instagram-story-poll-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:instagram-story-stat,social master,social/instagram-story-stat.html,instagram-story-stat,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:instagram-story-stat-light,social master,social/instagram-story-stat-light.html,instagram-story-stat-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:integration-spotlight,social master,social/integration-spotlight.html,integration-spotlight,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:integration-spotlight-light,social master,social/integration-spotlight-light.html,integration-spotlight-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-announcement,social master,social/linkedin-announcement.html,linkedin-announcement,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-announcement-light,social master,social/linkedin-announcement-light.html,linkedin-announcement-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-checklist,social master,social/linkedin-checklist.html,linkedin-checklist,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-checklist-light,social master,social/linkedin-checklist-light.html,linkedin-checklist-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-comparison,social master,social/linkedin-comparison.html,linkedin-comparison,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-comparison-light,social master,social/linkedin-comparison-light.html,linkedin-comparison-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-feature-spotlight,social master,social/linkedin-feature-spotlight.html,linkedin-feature-spotlight,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-feature-spotlight-light,social master,social/linkedin-feature-spotlight-light.html,linkedin-feature-spotlight-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-hiring,social master,social/linkedin-hiring.html,linkedin-hiring,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-hiring-light,social master,social/linkedin-hiring-light.html,linkedin-hiring-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-hot-take,social master,social/linkedin-hot-take.html,linkedin-hot-take,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-hot-take-light,social master,social/linkedin-hot-take-light.html,linkedin-hot-take-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-insight,social master,social/linkedin-insight.html,linkedin-insight,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-insight-light,social master,social/linkedin-insight-light.html,linkedin-insight-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-myth-fact,social master,social/linkedin-myth-fact.html,linkedin-myth-fact,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-myth-fact-light,social master,social/linkedin-myth-fact-light.html,linkedin-myth-fact-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-product-update,social master,social/linkedin-product-update.html,linkedin-product-update,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-product-update-light,social master,social/linkedin-product-update-light.html,linkedin-product-update-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-question,social master,social/linkedin-question.html,linkedin-question,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-question-light,social master,social/linkedin-question-light.html,linkedin-question-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-quote,social master,social/linkedin-quote.html,linkedin-quote,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-quote-light,social master,social/linkedin-quote-light.html,linkedin-quote-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-stat,social master,social/linkedin-stat.html,linkedin-stat,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-stat-light,social master,social/linkedin-stat-light.html,linkedin-stat-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-tip,social master,social/linkedin-tip.html,linkedin-tip,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-tip-light,social master,social/linkedin-tip-light.html,linkedin-tip-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-webinar,social master,social/linkedin-webinar.html,linkedin-webinar,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-webinar-light,social master,social/linkedin-webinar-light.html,linkedin-webinar-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-weekly-recap,social master,social/linkedin-weekly-recap.html,linkedin-weekly-recap,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:linkedin-weekly-recap-light,social master,social/linkedin-weekly-recap-light.html,linkedin-weekly-recap-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:milestone,social master,social/milestone.html,milestone,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:milestone-light,social master,social/milestone-light.html,milestone-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:og-blog,social master,social/og-blog.html,og-blog,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:og-blog-light,social master,social/og-blog-light.html,og-blog-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:og-default,social master,social/og-default.html,og-default,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:og-default-light,social master,social/og-default-light.html,og-default-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:og-page,social master,social/og-page.html,og-page,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:og-page-light,social master,social/og-page-light.html,og-page-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:organisation-brain-01,social master,social/organisation-brain-01.html,organisation-brain-01,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:profile-avatar,social master,social/profile-avatar.html,profile-avatar,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:profile-banner-linkedin,social master,social/profile-banner-linkedin.html,profile-banner-linkedin,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:profile-banner-linkedin-light,social master,social/profile-banner-linkedin-light.html,profile-banner-linkedin-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:profile-banner-x,social master,social/profile-banner-x.html,profile-banner-x,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:profile-banner-x-light,social master,social/profile-banner-x-light.html,profile-banner-x-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:x-post,social master,social/x-post.html,x-post,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:x-post-light,social master,social/x-post-light.html,x-post-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:youtube-banner,social master,social/youtube-banner.html,youtube-banner,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:youtube-banner-light,social master,social/youtube-banner-light.html,youtube-banner-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:youtube-thumb-demo,social master,social/youtube-thumb-demo.html,youtube-thumb-demo,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:youtube-thumb-demo-light,social master,social/youtube-thumb-demo-light.html,youtube-thumb-demo-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:youtube-thumb-episode,social master,social/youtube-thumb-episode.html,youtube-thumb-episode,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:youtube-thumb-episode-light,social master,social/youtube-thumb-episode-light.html,youtube-thumb-episode-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:youtube-thumb-stat,social master,social/youtube-thumb-stat.html,youtube-thumb-stat,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:youtube-thumb-stat-light,social master,social/youtube-thumb-stat-light.html,youtube-thumb-stat-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:youtube-thumb-webinar,social master,social/youtube-thumb-webinar.html,youtube-thumb-webinar,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social master:youtube-thumb-webinar-light,social master,social/youtube-thumb-webinar-light.html,youtube-thumb-webinar-light,needs revision,"Existing master requires campaign manifest, approval state, and placement audit.",yes
social variant:organisation-brain-01--v1.html,social variant,social/_variants/organisation-brain-01--v1.html,organisation-brain-01--v1.html,campaign-specific,Organisation-brain draft retained as campaign-specific working history.,yes
social variant:organisation-brain-01--v1.png,social variant,social/_variants/organisation-brain-01--v1.png,organisation-brain-01--v1.png,campaign-specific,Organisation-brain draft retained as campaign-specific working history.,yes
social variant:organisation-brain-01--v2.html,social variant,social/_variants/organisation-brain-01--v2.html,organisation-brain-01--v2.html,campaign-specific,Organisation-brain draft retained as campaign-specific working history.,yes
social variant:organisation-brain-01--v2.png,social variant,social/_variants/organisation-brain-01--v2.png,organisation-brain-01--v2.png,campaign-specific,Organisation-brain draft retained as campaign-specific working history.,yes
social variant:organisation-brain-01--v3.html,social variant,social/_variants/organisation-brain-01--v3.html,organisation-brain-01--v3.html,campaign-specific,Organisation-brain draft retained as campaign-specific working history.,yes
social variant:organisation-brain-01--v3.png,social variant,social/_variants/organisation-brain-01--v3.png,organisation-brain-01--v3.png,campaign-specific,Organisation-brain draft retained as campaign-specific working history.,yes
social variant:organisation-brain-01--v4.html,social variant,social/_variants/organisation-brain-01--v4.html,organisation-brain-01--v4.html,campaign-specific,Organisation-brain draft retained as campaign-specific working history.,yes
social variant:organisation-brain-01--v4.png,social variant,social/_variants/organisation-brain-01--v4.png,organisation-brain-01--v4.png,campaign-specific,Organisation-brain draft retained as campaign-specific working history.,yes
UI kit:app/AppShell,UI kit,ui_kits/app/AppShell.jsx,app/AppShell,needs revision,Product-shot source needs current-product and responsive-crop review.,yes
UI kit:app/AuthScreen,UI kit,ui_kits/app/AuthScreen.jsx,app/AuthScreen,needs revision,Product-shot source needs current-product and responsive-crop review.,yes
UI kit:app/Dashboard,UI kit,ui_kits/app/Dashboard.jsx,app/Dashboard,needs revision,Product-shot source needs current-product and responsive-crop review.,yes
UI kit:app/Screens,UI kit,ui_kits/app/Screens.jsx,app/Screens,needs revision,Product-shot source needs current-product and responsive-crop review.,yes
UI kit:app/Screens2,UI kit,ui_kits/app/Screens2.jsx,app/Screens2,needs revision,Product-shot source needs current-product and responsive-crop review.,yes
UI kit:app/Screens3,UI kit,ui_kits/app/Screens3.jsx,app/Screens3,needs revision,Product-shot source needs current-product and responsive-crop review.,yes
UI kit:app/Screens4,UI kit,ui_kits/app/Screens4.jsx,app/Screens4,needs revision,Product-shot source needs current-product and responsive-crop review.,yes
UI kit:onboarding/Onboarding,UI kit,ui_kits/onboarding/Onboarding.jsx,onboarding/Onboarding,needs revision,Product-shot source needs current-product and responsive-crop review.,yes
UI kit:website/SiteBottom,UI kit,ui_kits/website/SiteBottom.jsx,website/SiteBottom,needs revision,Product-shot source needs current-product and responsive-crop review.,yes
UI kit:website/SiteTop,UI kit,ui_kits/website/SiteTop.jsx,website/SiteTop,needs revision,Product-shot source needs current-product and responsive-crop review.,yes
uploaded brand source:Alfed AI icon.svg,uploaded brand source,uploads/Alfed AI icon.svg,Alfed AI icon.svg,redundant,Superseded by normalized canonical files under assets/logos.,yes
uploaded brand source:Alfred AI Black Variation logo.png,uploaded brand source,uploads/Alfred AI Black Variation logo.png,Alfred AI Black Variation logo.png,redundant,Superseded by normalized canonical files under assets/logos.,yes
uploaded brand source:Alfred AI Color + White Mix logo.svg,uploaded brand source,uploads/Alfred AI Color + White Mix logo.svg,Alfred AI Color + White Mix logo.svg,redundant,Superseded by normalized canonical files under assets/logos.,yes
uploaded brand source:Alfred AI Favicon Black.svg,uploaded brand source,uploads/Alfred AI Favicon Black.svg,Alfred AI Favicon Black.svg,redundant,Superseded by normalized canonical files under assets/logos.,yes
uploaded brand source:Alfred AI Favicon White.svg,uploaded brand source,uploads/Alfred AI Favicon White.svg,Alfred AI Favicon White.svg,redundant,Superseded by normalized canonical files under assets/logos.,yes
uploaded brand source:Alfred AI Icon White version.svg,uploaded brand source,uploads/Alfred AI Icon White version.svg,Alfred AI Icon White version.svg,redundant,Superseded by normalized canonical files under assets/logos.,yes
uploaded brand source:Alfred AI Logo with White background.svg,uploaded brand source,uploads/Alfred AI Logo with White background.svg,Alfred AI Logo with White background.svg,redundant,Superseded by normalized canonical files under assets/logos.,yes
uploaded brand source:Alfred AI Primary Logo.svg,uploaded brand source,uploads/Alfred AI Primary Logo.svg,Alfred AI Primary Logo.svg,redundant,Superseded by normalized canonical files under assets/logos.,yes
uploaded brand source:Alfred AI White logo with background.svg,uploaded brand source,uploads/Alfred AI White logo with background.svg,Alfred AI White logo with background.svg,redundant,Superseded by normalized canonical files under assets/logos.,yes
uploaded brand source:Alfred_ai_Icon.svg,uploaded brand source,uploads/Alfred_ai_Icon.svg,Alfred_ai_Icon.svg,redundant,Superseded by normalized canonical files under assets/logos.,yes
uploaded brand source:Alfred_ai_Logo_All_White.svg,uploaded brand source,uploads/Alfred_ai_Logo_All_White.svg,Alfred_ai_Logo_All_White.svg,redundant,Superseded by normalized canonical files under assets/logos.,yes
uploaded brand source:Alfred_ai_Logo_Primary.svg,uploaded brand source,uploads/Alfred_ai_Logo_Primary.svg,Alfred_ai_Logo_Primary.svg,redundant,Superseded by normalized canonical files under assets/logos.,yes
uploaded brand source:Alfred_ai_Logo_White_Variation.svg,uploaded brand source,uploads/Alfred_ai_Logo_White_Variation.svg,Alfred_ai_Logo_White_Variation.svg,redundant,Superseded by normalized canonical files under assets/logos.,yes
uploaded brand source:Alfred_ai_Wordmark_White.svg,uploaded brand source,uploads/Alfred_ai_Wordmark_White.svg,Alfred_ai_Wordmark_White.svg,redundant,Superseded by normalized canonical files under assets/logos.,yes
website section:SecAgentShowcase,website section,templates/sections/SectionsF.jsx#SecAgentShowcase,SecAgentShowcase,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecBentoGrid,website section,templates/sections/SectionsA.jsx#SecBentoGrid,SecBentoGrid,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecBlogGrid,website section,templates/sections/SectionsC.jsx#SecBlogGrid,SecBlogGrid,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecCareers,website section,templates/sections/SectionsE.jsx#SecCareers,SecCareers,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecChangelog,website section,templates/sections/SectionsC.jsx#SecChangelog,SecChangelog,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecClosingCTA,website section,templates/sections/SectionsD.jsx#SecClosingCTA,SecClosingCTA,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecComparison,website section,templates/sections/SectionsA.jsx#SecComparison,SecComparison,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecContactSplit,website section,templates/sections/SectionsF.jsx#SecContactSplit,SecContactSplit,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecEnterpriseBand,website section,templates/sections/SectionsF.jsx#SecEnterpriseBand,SecEnterpriseBand,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecFaq,website section,templates/sections/SectionsD.jsx#SecFaq,SecFaq,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecFeatureSplit,website section,templates/sections/SectionsA.jsx#SecFeatureSplit,SecFeatureSplit,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecHero,website section,templates/sections/SectionsD.jsx#SecHero,SecHero,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecIndustryCards,website section,templates/sections/SectionsF.jsx#SecIndustryCards,SecIndustryCards,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecIntegrationsGrid,website section,templates/sections/SectionsB.jsx#SecIntegrationsGrid,SecIntegrationsGrid,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecLogoCloud,website section,templates/sections/SectionsA.jsx#SecLogoCloud,SecLogoCloud,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecPricingComparison,website section,templates/sections/SectionsC.jsx#SecPricingComparison,SecPricingComparison,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecPricingTiers,website section,templates/sections/SectionsB.jsx#SecPricingTiers,SecPricingTiers,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecSecurityGrid,website section,templates/sections/SectionsE.jsx#SecSecurityGrid,SecSecurityGrid,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecSourcedStats,website section,templates/sections/SectionsF.jsx#SecSourcedStats,SecSourcedStats,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecStackDiagram,website section,templates/sections/SectionsF.jsx#SecStackDiagram,SecStackDiagram,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecStatement,website section,templates/sections/SectionsD.jsx#SecStatement,SecStatement,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecStoryEditorial,website section,templates/sections/SectionsE.jsx#SecStoryEditorial,SecStoryEditorial,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecTeamGrid,website section,templates/sections/SectionsE.jsx#SecTeamGrid,SecTeamGrid,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecTestimonial,website section,templates/sections/SectionsB.jsx#SecTestimonial,SecTestimonial,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecTimeline,website section,templates/sections/SectionsF.jsx#SecTimeline,SecTimeline,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecValuesGrid,website section,templates/sections/SectionsE.jsx#SecValuesGrid,SecValuesGrid,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
website section:SecWaitlistCTA,website section,templates/sections/SectionsB.jsx#SecWaitlistCTA,SecWaitlistCTA,needs revision,Section needs decision-intelligence positioning and campaign-slot review.,yes
